m_chi_GeV,m_phi_MeV,alpha,sigma_m_30,sigma_m_1000
6.866488,1.0216981478e+01,1.8563671809e-03,0.818569,0.46755803
6.866488,1.1406794577e+01,2.2332042800e-03,0.687510,0.46826359
6.866488,1.2735166723e+01,2.7117270019e-03,0.581304,0.46776230
7.906043,5.8900303675e+00,8.8159198861e-04,2.560590,0.46970032
7.906043,6.5759506955e+00,1.0122026793e-03,2.088824,0.46759034
7.906043,7.3417495075e+00,1.1730601310e-03,1.718482,0.46871194
7.906043,8.1967290095e+00,1.3679651377e-03,1.418936,0.46953361
7.906043,9.1512746909e+00,1.6052095969e-03,1.175390,0.46924895
7.906043,1.0216981478e+01,1.9012595559e-03,0.980841,0.46956530
7.906043,1.1406794577e+01,2.2730239755e-03,0.824263,0.46951401
7.906043,1.2735166723e+01,2.7429605896e-03,0.697356,0.46817582
7.906043,1.4218233734e+01,3.3619405254e-03,0.599245,0.46920147
7.906043,1.5874010520e+01,4.1721931973e-03,0.520548,0.46916033
9.102982,3.0413853336e+00,3.9291182151e-04,8.634158,0.38008095
9.102982,3.3955682317e+00,4.3866815699e-04,6.967734,0.37380946
9.102982,3.7909973093e+00,4.8975302199e-04,5.602178,0.36642987
9.102982,4.2324758681e+00,5.9100706917e-04,4.995141,0.41628663
9.102982,4.7253665758e+00,7.1319489647e-04,4.432945,0.46967634
9.102982,5.2756566064e+00,8.1125078491e-04,3.620073,0.46957971
9.102982,5.8900303675e+00,9.2566323440e-04,2.958276,0.46890734
9.102982,6.5759506955e+00,1.0628032220e-03,2.428764,0.46980246
9.102982,7.3417495075e+00,1.2240627769e-03,1.994442,0.46884892
9.102982,8.1967290095e+00,1.4185886590e-03,1.644487,0.46801810
9.102982,9.1512746909e+00,1.6594425435e-03,1.366768,0.46904214
9.102982,1.0216981478e+01,1.9533043597e-03,1.139791,0.46839436
9.102982,1.1406794577e+01,2.3207617780e-03,0.957405,0.46765669
9.102982,1.2735166723e+01,2.7918696198e-03,0.813186,0.46813971
9.102982,1.4218233734e+01,3.4006632524e-03,0.698161,0.46862053
9.102982,1.5874010520e+01,3.8085145959e-03,0.530813,0.40585597
10.481131,2.7241463332e+00,3.0565365354e-04,9.085574,0.25613194
10.481131,3.0413853336e+00,3.4124838586e-04,7.400284,0.25334224
10.481131,3.3955682317e+00,3.8098828365e-04,6.002074,0.25003546
10.481131,3.7909973093e+00,4.3471988376e-04,4.996137,0.25688798
10.481131,4.2324758681e+00,5.7056030776e-04,4.998211,0.34574819
10.481131,4.7253665758e+00,7.5586902910e-04,4.999890,0.46936400
10.481131,5.2756566064e+00,8.5712166514e-04,4.084840,0.46840247
10.481131,5.8900303675e+00,9.7800338390e-04,3.353413,0.46992551
10.481131,6.5759506955e+00,1.1159333124e-03,2.744585,0.46785755
10.481131,7.3417495075e+00,1.2852543170e-03,2.265517,0.46969591
10.481131,8.1967290095e+00,1.4848783730e-03,1.870999,0.46928638
10.481131,9.1512746909e+00,1.7262140830e-03,1.551588,0.46849900
10.481131,1.0216981478e+01,2.0255892025e-03,1.296706,0.46894862
10.481131,1.1406794577e+01,2.3768845695e-03,1.078993,0.46238168
10.481131,1.2735166723e+01,2.6536833874e-03,0.838627,0.41426722
10.481131,1.4218233734e+01,2.9627166633e-03,0.647282,0.36679045
12.067926,2.4399977085e+00,2.3777384851e-04,9.338490,0.17088256
12.067926,2.7241463332e+00,2.6546367453e-04,7.688037,0.16968306
12.067926,3.0413853336e+00,2.9637810440e-04,6.298798,0.16825063
12.067926,3.3955682317e+00,3.3089265762e-04,5.136805,0.16651199
12.067926,3.7909973093e+00,4.2229928686e-04,4.995994,0.21413421
12.067926,4.2324758681e+00,5.5598539104e-04,5.003583,0.29110631
12.067926,4.7253665758e+00,7.3885523877e-04,5.003083,0.39948144
12.067926,5.2756566064e+00,9.1123790817e-04,4.530757,0.46997065
12.067926,5.8900303675e+00,1.0333030236e-03,3.705266,0.46770841
12.067926,6.5759506955e+00,1.1790319796e-03,3.044218,0.46762681
12.067926,7.3417495075e+00,1.3286773870e-03,2.458491,0.45336515
12.067926,8.1967290095e+00,1.4834077996e-03,1.958037,0.42864999
12.067926,9.1512746909e+00,1.6561572595e-03,1.554174,0.40178454
12.067926,1.0216981478e+01,1.8490241651e-03,1.228875,0.37305717
12.067926,1.1406794577e+01,2.0643512827e-03,0.967380,0.34287077
12.067926,1.2735166723e+01,2.3047542043e-03,0.757659,0.31172635
12.067926,1.4218233734e+01,2.5731531193e-03,0.589932,0.28020143
12.067926,2.2090711661e+01,8.7680588598e-03,0.532077,0.46904325
13.894955,2.1854878884e+00,1.8496884424e-04,9.362528,0.11314415
13.894955,2.4399977085e+00,2.0650929181e-04,7.791438,0.11268835
13.894955,2.7241463332e+00,2.3055822065e-04,6.454331,0.11213206
13.894955,3.0413853336e+00,2.5740775460e-04,5.320880,0.11139135
13.894955,3.3955682317e+00,3.1746368103e-04,4.995001,0.13464401
13.894955,3.7909973093e+00,4.1407988641e-04,4.996097,0.18125115
13.894955,4.2324758681e+00,5.4686250722e-04,5.006209,0.24868792
13.894955,4.7253665758e+00,7.2899593631e-04,5.000372,0.34466296
13.894955,5.2756566064e+00,8.2922428141e-04,4.129585,0.34897370
13.894955,5.8900303675e+00,9.2579115044e-04,3.329025,0.33929829
13.894955,6.5759506955e+00,1.0336036624e-03,2.676302,0.32816788
13.894955,7.3417495075e+00,1.1539714227e-03,2.145733,0.31550366
13.894955,8.1967290095e+00,1.2883565459e-03,1.715557,0.30127222
13.894955,9.1512746909e+00,1.4383914166e-03,1.367543,0.28549843
13.894955,1.0216981478e+01,1.6058985177e-03,1.086550,0.26827665
13.894955,1.1406794577e+01,1.7929125684e-03,0.860098,0.24977417
13.894955,1.2735166723e+01,2.0017052402e-03,0.677957,0.23023516
13.894955,1.4218233734e+01,2.2348127505e-03,0.531777,0.20997080
13.894955,1.9786486935e+01,6.9709958247e-03,0.629821,0.46852584
13.894955,2.2090711661e+01,8.9243998796e-03,0.564658,0.46970869
13.894955,2.4663273642e+01,1.1640432305e-02,0.512437,0.46953529
15.998587,1.9575253262e+00,1.4389081707e-04,9.189980,0.07440867
15.998587,2.1854878884e+00,1.6064754501e-04,7.713311,0.07438794
15.998587,2.4399977085e+00,1.7935566872e-04,6.452179,0.07417211
15.998587,2.7241463332e+00,2.0024243695e-04,5.375942,0.07390217
15.998587,3.0413853336e+00,2.4314964289e-04,5.000399,0.08696418
15.998587,3.3955682317e+00,3.1420332714e-04,5.000903,0.11552863
15.998587,3.7909973093e+00,4.1110413861e-04,5.009101,0.15682621
15.998587,4.2324758681e+00,5.4293252909e-04,4.999814,0.21573108
15.998587,4.7253665758e+00,6.4506949739e-04,4.372796,0.23990710
15.998587,5.2756566064e+00,7.2019071979e-04,3.549488,0.23545956
15.998587,5.8900303675e+00,8.0406014388e-04,2.872063,0.23023422
15.998587,6.5759506955e+00,8.9769653676e-04,2.317112,0.22415009
15.998587,7.3417495075e+00,1.0022373056e-03,1.864212,0.21713124
15.998587,8.1967290095e+00,1.1189523136e-03,1.495776,0.20911935
15.998587,9.1512746909e+00,1.2492593052e-03,1.196853,0.20008330
15.998587,1.0216981478e+01,1.3947411277e-03,0.954883,0.19002851
15.998587,1.1406794577e+01,1.5571649578e-03,0.759407,0.17900216
15.998587,1.2735166723e+01,1.7385037680e-03,0.601789,0.16710125
15.998587,1.5874010520e+01,4.7231253391e-03,0.868146,0.46918581
15.998587,1.7722609903e+01,5.8069877611e-03,0.754190,0.46958799
15.998587,1.9786486935e+01,7.2514900936e-03,0.662177,0.46958890
15.998587,2.2090711661e+01,9.2259159575e-03,0.588667,0.46984408
15.998587,2.4663273642e+01,1.1959075813e-02,0.529224,0.46919367
18.420700,1.7533409465e+00,1.1193543065e-04,8.880993,0.04868135
18.420700,1.9575253262e+00,1.2497081120e-04,7.502047,0.04873204
18.420700,2.1854878884e+00,1.3952422001e-04,6.319634,0.04881539
18.420700,2.4399977085e+00,1.5577243823e-04,5.308667,0.04874029
18.420700,2.7241463332e+00,1.8915077796e-04,4.993454,0.05750691
18.420700,3.0413853336e+00,2.4215438117e-04,4.992546,0.07531238
18.420700,3.3955682317e+00,3.1389215079e-04,5.000652,0.10081863
18.420700,3.7909973093e+00,4.1069699497e-04,4.991693,0.13709110
18.420700,4.2324758681e+00,5.0181195340e-04,4.548786,0.16221676
18.420700,4.7253665758e+00,5.6025019534e-04,3.722469,0.16024543
18.420700,5.2756566064e+00,6.2549383141e-04,3.035055,0.15790137
18.420700,5.8900303675e+00,6.9833538014e-04,2.465923,0.15512029
18.420700,6.5759506955e+00,7.7965965236e-04,1.997018,0.15184462
18.420700,7.3417495075e+00,8.7045449909e-04,1.612438,0.14802154
18.420700,8.1967290095e+00,9.7182281101e-04,1.298265,0.14359915
18.420700,9.1512746909e+00,1.0849959153e-03,1.042471,0.13853529
18.420700,1.0216981478e+01,1.2113485329e-03,0.834791,0.13280453
18.420700,1.0216981478e+01,2.5042301400e-03,1.759790,0.46992493
18.420700,1.1406794577e+01,1.3524154767e-03,0.666578,0.12640192
18.420700,1.1406794577e+01,2.9294087519e-03,1.474220,0.46909225
18.420700,1.2735166723e+01,1.5099102958e-03,0.530612,0.11935122
18.420700,1.2735166723e+01,3.4589051709e-03,1.242917,0.46834901
18.420700,1.4218233734e+01,4.1352451631e-03,1.057255,0.46877743
18.420700,1.5874010520e+01,5.0057343120e-03,0.906969,0.46919664
18.420700,1.7722609903e+01,6.1353346115e-03,0.784259,0.46856779
18.420700,1.9786486935e+01,7.6615140219e-03,0.686630,0.46947008
18.420700,2.2090711661e+01,9.7173054727e-03,0.606528,0.46895435
21.209509,1.4066444801e+00,7.7993975159e-05,9.833391,0.03158722
21.209509,1.5704545088e+00,8.7076721712e-05,8.431052,0.03172550
21.209509,1.7533409465e+00,9.7217194646e-05,7.185531,0.03185273
21.209509,1.9575253262e+00,1.0853857092e-04,6.096076,0.03193177
21.209509,2.1854878884e+00,1.2117837199e-04,5.153863,0.03196816
21.209509,2.4399977085e+00,1.4945055596e-04,5.007103,0.03899782
21.209509,2.7241463332e+00,1.8955218266e-04,4.995981,0.05023957
21.209509,3.0413853336e+00,2.4342432261e-04,4.996197,0.06627092
21.209509,3.3955682317e+00,3.1652139895e-04,5.000091,0.08946173
21.209509,3.7909973093e+00,3.9036915804e-04,4.644917,0.10841826
21.209509,3.7909973093e+00,8.0701316326e-04,9.663919,0.44964118
21.209509,4.2324758681e+00,4.3582938901e-04,3.831170,0.10758918
21.209509,4.2324758681e+00,9.0099344843e-04,7.934041,0.44293783
21.209509,4.7253665758e+00,4.8658366680e-04,3.149849,0.10658964
21.209509,4.7253665758e+00,1.0059181573e-03,6.510400,0.43498421
21.209509,5.2756566064e+00,5.4324850679e-04,2.580339,0.10536299
21.209509,5.2756566064e+00,1.1230618169e-03,5.332102,0.42556778
21.209509,5.8900303675e+00,6.0651222034e-04,2.105982,0.10390397
21.209509,5.8900303675e+00,1.3426606735e-03,4.622062,0.46997915
21.209509,6.5759506955e+00,6.7714327573e-04,1.712706,0.10216448
21.209509,6.5759506955e+00,1.5225171397e-03,3.815748,0.46755328
21.209509,7.3417495075e+00,7.5599963279e-04,1.388252,0.10011228
21.209509,7.3417495075e+00,1.7426535550e-03,3.166482,0.46954893
21.209509,8.1967290095e+00,8.4403916464e-04,1.121821,0.09771248
21.209509,8.1967290095e+00,1.9946188673e-03,2.620964,0.46758484
21.209509,9.1512746909e+00,9.4233129295e-04,0.903940,0.09492810
21.209509,9.1512746909e+00,2.3044205176e-03,2.181609,0.46844487
21.209509,1.0216981478e+01,1.0520699784e-03,0.726388,0.09173035
21.209509,1.0216981478e+01,2.6789555447e-03,1.821587,0.46874927
21.209509,1.1406794577e+01,1.1745882235e-03,0.582127,0.08809887
21.209509,1.1406794577e+01,3.1435634079e-03,1.529811,0.46987325
21.209509,1.2735166723e+01,3.7117687040e-03,1.288893,0.46867965
21.209509,1.4218233734e+01,4.4375525843e-03,1.094786,0.46848546
21.209509,1.5874010520e+01,5.3884148768e-03,0.939450,0.46997784
21.209509,1.7722609903e+01,6.6043713538e-03,0.810067,0.46835462
21.209509,1.9786486935e+01,7.8224203067e-03,0.679175,0.44128165
21.209509,2.2090711661e+01,8.7333760689e-03,0.543814,0.38491482
21.209509,2.4663273642e+01,1.3720775822e-02,0.557123,0.46996947
21.209509,2.7535421948e+01,1.8233693294e-02,0.501440,0.46881152
24.420531,1.2599210499e+00,6.0673011491e-05,8.876391,0.02047601
24.420531,1.4066444801e+00,6.7738654509e-05,7.757231,0.02054780
24.420531,1.5704545088e+00,7.5627123196e-05,6.716878,0.02062139
24.420531,1.7533409465e+00,8.4434239274e-05,5.770215,0.02075165
24.420531,1.9575253262e+00,9.5150824025e-05,4.996643,0.02121377
24.420531,2.1854878884e+00,1.1881982298e-04,5.011175,0.02661628
24.420531,2.4399977085e+00,1.4930254518e-04,4.992215,0.03375907
24.420531,2.7241463332e+00,1.9054625996e-04,5.002291,0.04410030
24.420531,3.0413853336e+00,2.4546331260e-04,4.993441,0.05862492
24.420531,3.3955682317e+00,3.0367566679e-04,4.684872,0.07180728
24.420531,3.7909973093e+00,3.3904005372e-04,3.880153,0.07151621
24.420531,3.7909973093e+00,7.0090011105e-04,8.167108,0.29894703
24.420531,4.2324758681e+00,3.7852278137e-04,3.209932,0.07115024
24.420531,4.2324758681e+00,7.8252305764e-04,6.691276,0.29563441
24.420531,4.7253665758e+00,4.2260344890e-04,2.649642,0.07064118
24.420531,4.7253665758e+00,8.7365136070e-04,5.492565,0.29147193
24.420531,5.2756566064e+00,4.7181750692e-04,2.180520,0.07002576
24.420531,5.2756566064e+00,1.1012031610e-03,5.003632,0.36007270
24.420531,5.8900303675e+00,5.2676276169e-04,1.788117,0.06926333
24.420531,5.8900303675e+00,1.4408159871e-03,4.668319,0.46963533
24.420531,6.5759506955e+00,5.8810663663e-04,1.460902,0.06835549
24.420531,6.5759506955e+00,1.6389111956e-03,3.874745,0.46944335
24.420531,7.3417495075e+00,6.5659427963e-04,1.189251,0.06726906
24.420531,7.3417495075e+00,1.8700503795e-03,3.215613,0.46834676
24.420531,8.1967290095e+00,7.3305761438e-04,0.964830,0.06598416
24.420531,8.1967290095e+00,2.1471043624e-03,2.674341,0.46819178
24.420531,9.1512746909e+00,8.1842544577e-04,0.780311,0.06447850
24.420531,9.1512746909e+00,2.4805898646e-03,2.229152,0.46813147
24.420531,1.0216981478e+01,9.1373474219e-04,0.629250,0.06272686
24.420531,1.0216981478e+01,2.8927421245e-03,1.867043,0.46953575
24.420531,1.1406794577e+01,1.0201432316e-03,0.506036,0.06070936
24.420531,1.1406794577e+01,3.3944267231e-03,1.567735,0.46916103
24.420531,1.2735166723e+01,4.0204632820e-03,1.322996,0.46827402
24.420531,1.4218233734e+01,4.8366055495e-03,1.127133,0.46964871
24.420531,1.5874010520e+01,5.4504784726e-03,0.913674,0.42820605
24.420531,1.7722609903e+01,6.0852110204e-03,0.734705,0.38310260
24.420531,1.9786486935e+01,6.7938610066e-03,0.590098,0.34025823
24.420531,1.9786486935e+01,9.1814101998e-03,0.730814,0.46979448
24.420531,2.2090711661e+01,1.1827570704e-02,0.645845,0.46996667
24.420531,2.4663273642e+01,1.5571791683e-02,0.576380,0.46903062
24.420531,2.7535421948e+01,2.1149077669e-02,0.521636,0.46926570
24.420531,2.7535421948e+01,2.1169852717e-02,0.521941,0.46959245
28.117687,8.1092235729e-01,3.3916185668e-05,9.922961,0.01294626
28.117687,9.0535788556e-01,3.7865876883e-05,9.176746,0.01302764
28.117687,1.0107908526e+00,4.2275527271e-05,8.398428,0.01314900
28.117687,1.1285019594e+00,4.7198701129e-05,7.602860,0.01320234
28.117687,1.2599210499e+00,5.2695200560e-05,6.806812,0.01329829
28.117687,1.4066444801e+00,5.8831791884e-05,6.027758,0.01337184
28.117687,1.5704545088e+00,6.5683016660e-05,5.282414,0.01342457
28.117687,1.7533409465e+00,7.7314471239e-05,4.994565,0.01502618
28.117687,1.9575253262e+00,9.5352747529e-05,5.010514,0.01838172
28.117687,2.1854878884e+00,1.1870214784e-04,5.007439,0.02296792
28.117687,2.4399977085e+00,1.4961938630e-04,5.004086,0.02936694
28.117687,2.7241463332e+00,1.9095062607e-04,4.995068,0.03842502
28.117687,3.0413853336e+00,2.3623513461e-04,4.717618,0.04726425
28.117687,3.3955682317e+00,2.6374577054e-04,3.905720,0.04719495
28.117687,3.3955682317e+00,5.4524366024e-04,8.564640,0.19929009
28.117687,3.7909973093e+00,2.9446014281e-04,3.235133,0.04708768
28.117687,3.7909973093e+00,6.0873971831e-04,6.944848,0.19804881
28.117687,4.2324758681e+00,3.2875134084e-04,2.679806,0.04694058
28.117687,4.2324758681e+00,6.7963017578e-04,5.660758,0.19647221
28.117687,4.7253665758e+00,3.6703590195e-04,2.217881,0.04668546
28.117687,4.7253665758e+00,8.2782997731e-04,5.003864,0.22986068
28.117687,5.2756566064e+00,4.0977887110e-04,1.832057,0.04637415
28.117687,5.2756566064e+00,1.1743775393e-03,4.997807,0.35561308
28.117687,5.8900303675e+00,4.5749944979e-04,1.509070,0.04599662
28.117687,5.8900303675e+00,1.5461469526e-03,4.644785,0.46743709
28.117687,6.5759506955e+00,5.1077730289e-04,1.238763,0.04552995
28.117687,6.5759506955e+00,1.7642033950e-03,3.866582,0.46900573
28.117687,7.3417495075e+00,5.7025959980e-04,1.013128,0.04495926
28.117687,7.3417495075e+00,2.0192845373e-03,3.223014,0.46932841
28.117687,8.1967290095e+00,6.3666887570e-04,0.825559,0.04428125
28.117687,8.1967290095e+00,2.3184480411e-03,2.686923,0.46780054
28.117687,9.1512746909e+00,7.1081180822e-04,0.670389,0.04347799
28.117687,9.1512746909e+00,2.6868916853e-03,2.249252,0.46831696
28.117687,1.0216981478e+01,7.9358901618e-04,0.542642,0.04253325
28.117687,1.0216981478e+01,3.0468149728e-03,1.848597,0.44875510
28.117687,1.1406794577e+01,3.4016301767e-03,1.498782,0.41687938
28.117687,1.2735166723e+01,3.7977651948e-03,1.212637,0.38448980
28.117687,1.4218233734e+01,4.2400319041e-03,0.979388,0.35208689
28.117687,1.4218233734e+01,5.3344455191e-03,1.151402,0.46874216
28.117687,1.5874010520e+01,4.7338025458e-03,0.789808,0.32013387
28.117687,1.5874010520e+01,6.5585936467e-03,0.991424,0.46897824
28.117687,1.7722609903e+01,5.2850749829e-03,0.636081,0.28903198
28.117687,1.7722609903e+01,8.2155766663e-03,0.861776,0.46883286
28.117687,1.9786486935e+01,5.9005455559e-03,0.511655,0.25910672
28.117687,1.9786486935e+01,1.0550504651e-02,0.758534,0.46945627
28.117687,2.2090711661e+01,1.3890448402e-02,0.675187,0.46907442
28.117687,2.4663273642e+01,1.6762230820e-02,0.568788,0.43243842
28.117687,2.4663273642e+01,1.8942901387e-02,0.610477,0.46968315
28.117687,2.7535421948e+01,2.6789345571e-02,0.559687,0.46976403
28.117687,3.0742044746e+01,3.6954715128e-02,0.503009,0.45431364
32.374575,1.0000000000e-01,3.6324800695e-06,9.987201,0.00759513
32.374575,1.1164544638e-01,4.0554985881e-06,9.986773,0.00796128
32.374575,1.2464705697e-01,4.5277795014e-06,9.975454,0.00799554
32.374575,1.3916276314e-01,5.0550596353e-06,9.958204,0.00799492
32.374575,1.5536888810e-01,5.6437438945e-06,9.934970,0.00800181
32.374575,1.7346228865e-01,6.3009830633e-06,9.892859,0.00801475
32.374575,1.9366274646e-01,7.0347606671e-06,9.841609,0.00802706
32.374575,2.1621563775e-01,7.8539899483e-06,9.774373,0.00803697
32.374575,2.4139491390e-01,8.7686221362e-06,9.694034,0.00805409
32.374575,2.6950642916e-01,9.7897673250e-06,9.596900,0.00808439
32.374575,3.0089165584e-01,1.0929829429e-05,9.480198,0.00809804
32.374575,3.3593183228e-01,1.2202656854e-05,9.342038,0.00812613
32.374575,3.7505259366e-01,1.3623710715e-05,9.178898,0.00814107
32.374575,4.1872914234e-01,1.5210252641e-05,8.987334,0.00818057
32.374575,4.6749202008e-01,1.6981554456e-05,8.763967,0.00821311
32.374575,5.2193355259e-01,1.8959132274e-05,8.505578,0.00825072
32.374575,5.8271504458e-01,2.1167007856e-05,8.209468,0.00829712
32.374575,6.5057481262e-01,2.3632000405e-05,7.873824,0.00833217
32.374575,7.2633715356e-01,2.6384052340e-05,7.498107,0.00839438
32.374575,8.1092235729e-01,2.9456593007e-05,7.083377,0.00843683
32.374575,9.0535788556e-01,3.2886944750e-05,6.632684,0.00847239
32.374575,1.0107908526e+00,3.6716776266e-05,6.151204,0.00853078
32.374575,1.1285019594e+00,4.0992608757e-05,5.646279,0.00857181
32.374575,1.2599210499e+00,4.5766381028e-05,5.127176,0.00863997
32.374575,1.4066444801e+00,5.3536787607e-05,4.991791,0.00955843
32.374575,1.5704545088e+00,6.4204563343e-05,4.993230,0.01109447
32.374575,1.7533409465e+00,7.7962078804e-05,5.009105,0.01318033
32.374575,1.9575253262e+00,9.5555099544e-05,5.005059,0.01595301
32.374575,2.1854878884e+00,1.1858458925e-04,4.998105,0.01982070
32.374575,2.4399977085e+00,1.4947120831e-04,5.002253,0.02538865
32.374575,2.7241463332e+00,1.8377184914e-04,4.749004,0.03088326
32.374575,3.0413853336e+00,2.0517290129e-04,3.936358,0.03093680
32.374575,3.0413853336e+00,4.2415551709e-04,9.189696,0.13153853
32.374575,3.3955682317e+00,2.2906620149e-04,3.258555,0.03094648
32.374575,3.3955682317e+00,4.7355032038e-04,7.388476,0.13123105
32.374575,3.7909973093e+00,2.5574198315e-04,2.697432,0.03093330
32.374575,3.7909973093e+00,5.2869736901e-04,5.955330,0.13075007
32.374575,4.2324758681e+00,2.8552427866e-04,2.234032,0.03086101
32.374575,4.2324758681e+00,6.1271701572e-04,4.995294,0.13981756
32.374575,4.7253665758e+00,3.1877485542e-04,1.850669,0.03078224
32.374575,4.7253665758e+00,8.6651392707e-04,5.002353,0.21912062
32.374575,5.2756566064e+00,3.5589761027e-04,1.532198,0.03063496
32.374575,5.2756566064e+00,1.2524143171e-03,4.994679,0.35035232
32.374575,5.8900303675e+00,3.9734347563e-04,1.266466,0.03045243
32.374575,5.8900303675e+00,1.5255151297e-03,4.329296,0.39968520
32.374575,6.5759506955e+00,4.4361589701e-04,1.044097,0.03021083
32.374575,6.5759506955e+00,1.7031681760e-03,3.532914,0.38683586
32.374575,7.3417495075e+00,4.9527694842e-04,0.857935,0.02991997
32.374575,7.3417495075e+00,1.9015097127e-03,2.891849,0.37234141
32.374575,8.1967290095e+00,5.5295415986e-04,0.702396,0.02956466
32.374575,8.1967290095e+00,2.1229490066e-03,2.367740,0.35622471
32.374575,9.1512746909e+00,6.1734814003e-04,0.572935,0.02914190
32.374575,9.1512746909e+00,2.3701758948e-03,1.935575,0.33861827
32.374575,9.1512746909e+00,2.9268121396e-03,2.239270,0.46830868
32.374575,1.0216981478e+01,2.6461934576e-03,1.578406,0.31970216
32.374575,1.0216981478e+01,3.4344054577e-03,1.888968,0.46847091
32.374575,1.1406794577e+01,2.9543544977e-03,1.283729,0.29972802
32.374575,1.1406794577e+01,4.0804889811e-03,1.602040,0.46932801
32.374575,1.2735166723e+01,3.2984022665e-03,1.041474,0.27899936
